Date,headline,sentiment_score
2011-12-18,Stock market surges as tech giants report strong earnings,0.4333333333333333
2011-09-03,Stock market surges as tech giants report strong earnings,0.4333333333333333
2012-08-12,Economic downturn leads to massive sell-off,0.1
2011-06-21,Stock market surges as tech giants report strong earnings,0.4333333333333333
2015-04-22,"Company Z faces bankruptcy, stock prices plummet",0.0
2011-10-20,Company X posts record-breaking revenue growth,0.0
2010-08-02,Analysts predict stable growth next quarter,0.0
2010-03-13,"Company Z faces bankruptcy, stock prices plummet",0.0
2011-03-15,Analysts predict stable growth next quarter,0.0
2014-10-03,Analysts predict stable growth next quarter,0.0
2013-06-20,"Company Z faces bankruptcy, stock prices plummet",0.0
2010-06-11,Stock market surges as tech giants report strong earnings,0.4333333333333333
2013-09-08,Analysts predict stable growth next quarter,0.0
2012-07-06,"Company Z faces bankruptcy, stock prices plummet",0.0
2015-03-08,"Company Z faces bankruptcy, stock prices plummet",0.0
2011-02-13,Stock market surges as tech giants report strong earnings,0.4333333333333333
2012-10-08,Company X posts record-breaking revenue growth,0.0
2014-12-14,Economic downturn leads to massive sell-off,0.1
2013-04-28,Market crashes due to inflation concerns,-0.125
2012-07-10,Market crashes due to inflation concerns,-0.125
2010-11-10,Economic downturn leads to massive sell-off,0.1
2012-10-18,Economic downturn leads to massive sell-off,0.1
2013-09-25,Investors confident as economy shows strong recovery,0.4666666666666667
2011-07-23,Investors confident as economy shows strong recovery,0.4666666666666667
2014-09-26,Stock trading volume remains steady this week,0.16666666666666666
2011-01-07,"Company Z faces bankruptcy, stock prices plummet",0.0
2010-09-23,Economic downturn leads to massive sell-off,0.1
2013-08-11,Investors confident as economy shows strong recovery,0.4666666666666667
2010-06-03,"Company Z faces bankruptcy, stock prices plummet",0.0
2012-12-23,"Company Z faces bankruptcy, stock prices plummet",0.0
2012-06-27,Investors confident as economy shows strong recovery,0.4666666666666667
2014-09-14,Economic downturn leads to massive sell-off,0.1
2014-03-27,Stock market surges as tech giants report strong earnings,0.4333333333333333
2012-10-31,Economic downturn leads to massive sell-off,0.1
2010-02-15,Company X posts record-breaking revenue growth,0.0
2011-01-30,Stock market surges as tech giants report strong earnings,0.4333333333333333
2014-02-22,Investors confident as economy shows strong recovery,0.4666666666666667
2012-01-04,Market closes with mixed results today,0.0
2010-04-13,Market crashes due to inflation concerns,-0.125
2010-06-07,"Company Z faces bankruptcy, stock prices plummet",0.0
2011-12-13,Company X posts record-breaking revenue growth,0.0
2014-10-20,Company X posts record-breaking revenue growth,0.0
2012-07-14,"Company Z faces bankruptcy, stock prices plummet",0.0
2013-11-21,Stock trading volume remains steady this week,0.16666666666666666
2011-09-07,Stock market surges as tech giants report strong earnings,0.4333333333333333
2010-03-05,Investors confident as economy shows strong recovery,0.4666666666666667
2012-05-31,Market closes with mixed results today,0.0
2014-09-21,Market closes with mixed results today,0.0
2014-11-28,Market closes with mixed results today,0.0
2011-11-07,Analysts predict stable growth next quarter,0.0
2010-02-25,Investors confident as economy shows strong recovery,0.4666666666666667
2011-04-09,Stock trading volume remains steady this week,0.16666666666666666
2014-07-04,Investors confident as economy shows strong recovery,0.4666666666666667
2011-12-25,Market crashes due to inflation concerns,-0.125
2010-02-25,Economic downturn leads to massive sell-off,0.1
2011-04-26,Stock trading volume remains steady this week,0.16666666666666666
2013-11-27,Market crashes due to inflation concerns,-0.125
2012-02-27,Market crashes due to inflation concerns,-0.125
2011-11-10,Market closes with mixed results today,0.0
2015-03-19,Market crashes due to inflation concerns,-0.125
2013-07-23,Company X posts record-breaking revenue growth,0.0
2012-03-13,Company X posts record-breaking revenue growth,0.0
2013-07-31,Stock market surges as tech giants report strong earnings,0.4333333333333333
2014-12-11,Economic downturn leads to massive sell-off,0.1
2013-11-11,Investors confident as economy shows strong recovery,0.4666666666666667
2012-12-15,Market crashes due to inflation concerns,-0.125
2010-08-11,Market crashes due to inflation concerns,-0.125
2014-04-29,Analysts predict stable growth next quarter,0.0
2010-08-20,Economic downturn leads to massive sell-off,0.1
2014-11-01,Stock trading volume remains steady this week,0.16666666666666666
2013-02-28,Analysts predict stable growth next quarter,0.0
2014-12-28,Analysts predict stable growth next quarter,0.0
2012-08-21,Company X posts record-breaking revenue growth,0.0
2012-12-31,Market crashes due to inflation concerns,-0.125
2015-06-11,Market closes with mixed results today,0.0
2010-09-30,"Company Z faces bankruptcy, stock prices plummet",0.0
2011-08-23,Stock trading volume remains steady this week,0.16666666666666666
2010-08-17,Investors confident as economy shows strong recovery,0.4666666666666667
2010-09-19,Market crashes due to inflation concerns,-0.125
2011-12-21,Stock trading volume remains steady this week,0.16666666666666666
2012-11-23,Economic downturn leads to massive sell-off,0.1
2012-12-18,Stock market surges as tech giants report strong earnings,0.4333333333333333
2014-07-30,Stock trading volume remains steady this week,0.16666666666666666
2012-06-10,Investors confident as economy shows strong recovery,0.4666666666666667
2014-05-06,Investors confident as economy shows strong recovery,0.4666666666666667
2011-11-05,"Company Z faces bankruptcy, stock prices plummet",0.0
2013-09-11,Economic downturn leads to massive sell-off,0.1
2011-06-17,"Company Z faces bankruptcy, stock prices plummet",0.0
2014-07-27,Market crashes due to inflation concerns,-0.125
2010-12-17,Company X posts record-breaking revenue growth,0.0
2014-04-21,Market closes with mixed results today,0.0
2015-04-14,Company X posts record-breaking revenue growth,0.0
2014-04-24,Investors confident as economy shows strong recovery,0.4666666666666667
2012-12-09,Market closes with mixed results today,0.0
2012-05-24,Analysts predict stable growth next quarter,0.0
2011-02-27,Market crashes due to inflation concerns,-0.125
2015-02-26,Investors confident as economy shows strong recovery,0.4666666666666667
2010-11-07,Market closes with mixed results today,0.0
2010-05-05,Investors confident as economy shows strong recovery,0.4666666666666667
2014-07-11,Stock market surges as tech giants report strong earnings,0.4333333333333333
2010-05-14,Market closes with mixed results today,0.0
2010-11-13,Analysts predict stable growth next quarter,0.0
2013-06-11,Analysts predict stable growth next quarter,0.0
2011-04-11,Stock market surges as tech giants report strong earnings,0.4333333333333333
2013-03-09,Economic downturn leads to massive sell-off,0.1
2012-06-08,Company X posts record-breaking revenue growth,0.0
2011-01-20,Stock market surges as tech giants report strong earnings,0.4333333333333333
2013-08-18,Company X posts record-breaking revenue growth,0.0
2011-08-14,"Company Z faces bankruptcy, stock prices plummet",0.0
2014-07-06,"Company Z faces bankruptcy, stock prices plummet",0.0
2013-11-27,Company X posts record-breaking revenue growth,0.0
2010-09-29,"Company Z faces bankruptcy, stock prices plummet",0.0
2014-06-18,Market closes with mixed results today,0.0
2012-06-04,Market crashes due to inflation concerns,-0.125
2013-09-21,Company X posts record-breaking revenue growth,0.0
2015-05-07,Company X posts record-breaking revenue growth,0.0
2011-02-18,Investors confident as economy shows strong recovery,0.4666666666666667
2012-07-28,Market closes with mixed results today,0.0
2011-04-07,Investors confident as economy shows strong recovery,0.4666666666666667
2013-08-11,Stock market surges as tech giants report strong earnings,0.4333333333333333
2012-02-09,Company X posts record-breaking revenue growth,0.0
2013-11-21,Economic downturn leads to massive sell-off,0.1
2013-05-20,Stock trading volume remains steady this week,0.16666666666666666
2010-07-06,"Company Z faces bankruptcy, stock prices plummet",0.0
2013-12-23,Economic downturn leads to massive sell-off,0.1
2010-11-29,Economic downturn leads to massive sell-off,0.1
2011-11-19,"Company Z faces bankruptcy, stock prices plummet",0.0
2012-07-18,Stock market surges as tech giants report strong earnings,0.4333333333333333
2013-12-06,Company X posts record-breaking revenue growth,0.0
2015-03-22,"Company Z faces bankruptcy, stock prices plummet",0.0
2013-11-27,Company X posts record-breaking revenue growth,0.0
2011-05-05,Company X posts record-breaking revenue growth,0.0
2013-01-23,Company X posts record-breaking revenue growth,0.0
2010-05-15,"Company Z faces bankruptcy, stock prices plummet",0.0
2010-06-26,"Company Z faces bankruptcy, stock prices plummet",0.0
2014-05-02,Stock trading volume remains steady this week,0.16666666666666666
2012-10-19,Stock trading volume remains steady this week,0.16666666666666666
2012-03-18,Market closes with mixed results today,0.0
2014-07-11,Analysts predict stable growth next quarter,0.0
2013-11-25,Market crashes due to inflation concerns,-0.125
2012-12-30,Economic downturn leads to massive sell-off,0.1
2011-06-23,Company X posts record-breaking revenue growth,0.0
2012-10-18,Market closes with mixed results today,0.0
2013-12-06,Company X posts record-breaking revenue growth,0.0
2014-10-12,Analysts predict stable growth next quarter,0.0
2015-05-12,Market crashes due to inflation concerns,-0.125
2010-11-10,"Company Z faces bankruptcy, stock prices plummet",0.0
2013-01-28,Stock trading volume remains steady this week,0.16666666666666666
2010-04-07,Stock market surges as tech giants report strong earnings,0.4333333333333333
2014-03-29,Investors confident as economy shows strong recovery,0.4666666666666667
2013-11-26,Company X posts record-breaking revenue growth,0.0
2012-05-12,Analysts predict stable growth next quarter,0.0
2015-03-16,"Company Z faces bankruptcy, stock prices plummet",0.0
2010-07-25,Market closes with mixed results today,0.0
2014-04-15,Stock market surges as tech giants report strong earnings,0.4333333333333333
2014-05-05,Analysts predict stable growth next quarter,0.0
2010-07-30,"Company Z faces bankruptcy, stock prices plummet",0.0
2014-08-02,Investors confident as economy shows strong recovery,0.4666666666666667
2010-07-09,"Company Z faces bankruptcy, stock prices plummet",0.0
2015-03-05,Stock market surges as tech giants report strong earnings,0.4333333333333333
2014-01-01,Market crashes due to inflation concerns,-0.125
2014-08-31,"Company Z faces bankruptcy, stock prices plummet",0.0
2010-12-04,Economic downturn leads to massive sell-off,0.1
2011-10-21,Analysts predict stable growth next quarter,0.0
2012-07-19,Investors confident as economy shows strong recovery,0.4666666666666667
2014-03-30,Stock trading volume remains steady this week,0.16666666666666666
2014-06-06,Investors confident as economy shows strong recovery,0.4666666666666667
2014-11-10,Market closes with mixed results today,0.0
2014-12-28,Investors confident as economy shows strong recovery,0.4666666666666667
2011-02-24,Company X posts record-breaking revenue growth,0.0
2010-11-19,Stock trading volume remains steady this week,0.16666666666666666
2015-05-26,Stock market surges as tech giants report strong earnings,0.4333333333333333
2013-07-13,Analysts predict stable growth next quarter,0.0
2011-11-29,Market crashes due to inflation concerns,-0.125
2013-11-12,Investors confident as economy shows strong recovery,0.4666666666666667
2013-06-29,Stock trading volume remains steady this week,0.16666666666666666
2013-12-24,Stock trading volume remains steady this week,0.16666666666666666
2013-02-19,Investors confident as economy shows strong recovery,0.4666666666666667
2010-08-28,Investors confident as economy shows strong recovery,0.4666666666666667
2014-11-13,Market closes with mixed results today,0.0
2012-10-03,Investors confident as economy shows strong recovery,0.4666666666666667
2010-10-24,Economic downturn leads to massive sell-off,0.1
2011-09-29,Stock market surges as tech giants report strong earnings,0.4333333333333333
2011-10-03,Stock market surges as tech giants report strong earnings,0.4333333333333333
2014-02-01,Analysts predict stable growth next quarter,0.0
2011-06-20,Stock trading volume remains steady this week,0.16666666666666666
2015-01-27,Analysts predict stable growth next quarter,0.0
2010-12-02,Stock trading volume remains steady this week,0.16666666666666666
2015-01-15,Market crashes due to inflation concerns,-0.125
2011-03-24,Economic downturn leads to massive sell-off,0.1
2012-04-14,"Company Z faces bankruptcy, stock prices plummet",0.0
2013-03-28,Analysts predict stable growth next quarter,0.0
2014-05-12,Stock trading volume remains steady this week,0.16666666666666666
2011-09-18,Analysts predict stable growth next quarter,0.0
2012-10-05,Market crashes due to inflation concerns,-0.125
2012-07-12,Stock market surges as tech giants report strong earnings,0.4333333333333333
2014-05-26,Investors confident as economy shows strong recovery,0.4666666666666667
2011-12-11,"Company Z faces bankruptcy, stock prices plummet",0.0
2011-09-26,Stock market surges as tech giants report strong earnings,0.4333333333333333
2013-08-02,Company X posts record-breaking revenue growth,0.0
2013-03-30,Stock trading volume remains steady this week,0.16666666666666666
2010-12-28,Investors confident as economy shows strong recovery,0.4666666666666667
2013-09-29,Analysts predict stable growth next quarter,0.0
2014-11-02,Analysts predict stable growth next quarter,0.0
2010-04-11,Market closes with mixed results today,0.0
2010-10-29,Analysts predict stable growth next quarter,0.0
2013-02-05,"Company Z faces bankruptcy, stock prices plummet",0.0
2014-11-03,Stock trading volume remains steady this week,0.16666666666666666
2014-09-30,Market closes with mixed results today,0.0
2015-05-19,Economic downturn leads to massive sell-off,0.1
2015-04-23,Market closes with mixed results today,0.0
2014-06-09,Stock trading volume remains steady this week,0.16666666666666666
2012-06-25,Market crashes due to inflation concerns,-0.125
2011-12-17,Stock trading volume remains steady this week,0.16666666666666666
2015-02-28,Analysts predict stable growth next quarter,0.0
2014-04-22,Company X posts record-breaking revenue growth,0.0
2014-11-11,Company X posts record-breaking revenue growth,0.0
2010-06-17,Market closes with mixed results today,0.0
2015-06-10,Stock trading volume remains steady this week,0.16666666666666666
2012-06-21,Analysts predict stable growth next quarter,0.0
2014-11-06,Investors confident as economy shows strong recovery,0.4666666666666667
2013-05-28,Market closes with mixed results today,0.0
2013-08-22,Company X posts record-breaking revenue growth,0.0
2012-03-07,Stock market surges as tech giants report strong earnings,0.4333333333333333
2013-06-28,Stock market surges as tech giants report strong earnings,0.4333333333333333
2011-05-02,Economic downturn leads to massive sell-off,0.1
